Label,ID,Latitude,Longitude
Meg�ve Airport,MVV,45.82080078,6.652219772
M�ribel Altiport,MFX,45.407003,6.577942
Baise Youjiang Airport,AEB,23.72060013,106.9599991
Okaukuejo Airport,OKF,-19.14920044,15.91189957
Mokuti Lodge Airport,OKU,-18.81279945,17.05940056
K�then Airport,KOQ,51.7211113,11.95277786
St. Peter-Ording Airport,PSH,54.30888748,8.686944008
Portland Troutdale Airport,TTD,45.54940033,-122.401001
Portland Hillsboro Airport,HIO,45.540401,-122.949997
Khost Airport,KHT,33.33340073,69.95200348
Namtu Airport,NMT,23.083,97.383003
Burns Municipal Airport,BNO,43.59189987,-118.9550018
Prineville Airport,PRZ,44.28699875,-120.9039993
Red Bluff Municipal Airport,RBL,40.15069962,-122.2519989
Marin County Airport - Gnoss Field,NOT,38.14360046,-122.5559998
Lake County Airport,LKV,42.16109848,-120.3990021
Tillamook Airport,OTK,45.41820145,-123.814003
Ontario Municipal Airport,ONO,44.02050018,-117.0139999
Columbia Gorge Regional the Dalles Municipal Airport,DLS,45.61849976,-121.1669998
Montgomery County Airpark,GAI,39.16830063,-77.16600037
Sharana Airstrip,OAS,33.12575,68.838517
Pembroke Airport,YTA,45.86439896,-77.25170135
Tsumeb Airport,TSB,-19.26189995,17.73250008
Suffield Heliport,YSD,50.26670074,-111.1829987
Blumenau Airport,BNU,-26.83060074,-49.09030151
Cornwall Regional Airport,YCC,45.09280014,-74.56330109
Zona da Mata Regional Airport,IZA,-21.5130558,-43.17305756
Morrisville Stowe State Airport,MVL,44.5345993,-72.61399841
Dallas Executive Airport,RBD,32.68090057,-96.86820221
Krainiy Airport,BXY,45.621994,63.210773
Westerly State Airport,WST,41.34960175,-71.80339813
Block Island State Airport,BID,41.16809845,-71.57779694
Nightmute Airport,NME,60.47100067,-164.701004
Toksook Bay Airport,OOK,60.54140091,-165.0870056
Ittoqqortoormiit Heliport,OBY,70.48822882,-21.97167993
Vinnytsia/Gavyryshivka Airport,VIN,49.242531,28.613778
Decatur County Industrial Air Park,BGE,30.9715004,-84.63739777
La Romaine Airport,ZGS,50.259701,-60.679401
Kegaska Airport,ZKG,50.19580078,-61.26580048
Black Tickle Airport,YBI,53.4693985,-55.78499985
Whiteman Airport,WHP,34.25930023,-118.413002
Madera Municipal Airport,MAE,36.98860168,-120.1119995
Trail Airport,YZZ,49.05559921,-117.6090012
Old Arctic Bay Airport,YAB,73.00589225,-85.0325489
Grand-Santi Airport,GSI,4.285833,-54.373056
Maripasoula Airport,MPY,3.6575,-54.037201
Saint-Laurent-du-Maroni Airport,LDX,5.48306,-54.034401
Kanas Airport,KJI,48.2223,86.9959
Capurgan� Airport,CPB,8.63333,-77.35
Sohag International Airport,HMB,26.342778,31.742778
Presidente General Don Oscar D. Gestido International Airport,RVY,-30.97459984,-55.4762001
Patos de Minas Airport,POJ,-18.67280006,-46.49119949
Bauru - Arealva Airport,JTC,-22.16685914,-49.05028667
Ouril�ndia do Norte Airport,OIA,-6.763100147,-51.04990005
Reden��o Airport,RDC,-8.033289909,-49.97990036
S�o F�lix do Xingu Airport,SXX,-6.6413,-51.9523
Bonito Airport,BYO,-21.247299,-56.452499
S�o F�lix do Araguaia Airport,SXO,-11.63239956,-50.6896019
Ca�ador Airport,CFC,-26.78840065,-50.93980026
Carauari Airport,CAF,-4.871520042,-66.89749908
Eirunep� Airport,ERN,-6.639530182,-69.87979889
Conc�rdia Airport,CCI,-27.18059921,-52.05270004
Francisco Beltr�o Airport,FBE,-26.05920029,-53.06349945
Confresa Airport,CFO,-10.63440037,-51.56359863
Apalachicola Regional Airport,AAF,29.72750092,-85.02749634
Umuarama Airport,UMU,-23.79870033,-53.31380081
Diamantina Airport,DTI,-18.23200035,-43.65039825
Fonte Boa Airport,FBA,-2.53260994,-66.08319855
Senadora Eunice Micheles Airport,OLC,-3.467929508,-68.92041206
Humait� Airport,HUW,-7.532120228,-63.07210159
Tapuruquara Airport,IRZ,-0.3786,-64.9923
Oriximin� Airport,ORX,-1.714079976,-55.83620071
Hotel Transam�rica Airport,UNA,-15.35519981,-38.99900055
Telfer Airport,TEF,-21.71500015,122.2289963
Gazipasa Airport,GZP,36.299217,32.300598
Shank Air Base,OAA,33.9225,69.07722222
St Lucie County International Airport,FPR,27.49510002,-80.36830139
Plymouth Municipal Airport,PYM,41.909,-70.728798
Quonset State Airport,NCO,41.5970993,-71.41210175
Norwood Memorial Airport,OWD,42.19049835,-71.17289734
Westfield-Barnes Regional Airport,BAF,42.157799,-72.715599
Orange County Airport,MGJ,41.50999832,-74.26460266
Capital City Airport,HAR,40.21709824,-76.85150146
Danbury Municipal Airport,DXR,41.37149811,-73.48220062
Boire Field,ASH,42.78170013,-71.51480103
Lawrence Municipal Airport,LWM,42.71720123,-71.12339783
Waterbury Oxford Airport,OXC,41.47859955,-73.1352005
Richard B Russell Airport,RMG,34.3506012,-85.15799713
Northeast Alabama Regional Airport,GAD,33.972599,-86.088996
Barrow County Airport,WDR,33.98289871,-83.66739655
Dalton Municipal Airport,DNN,34.72290039,-84.87020111
LaGrange Callaway Airport,LGC,33.0089,-85.072601
Harris County Airport,PIM,32.84069824,-84.88240051
Lee Gilmer Memorial Airport,GVL,34.27259827,-83.8302002
Harry Clever Field,PHD,40.47090149,-81.41970062
Hilton Head Airport,HHH,32.22439957,-80.69750214
Daniel Field,DNL,33.46649933,-82.03939819
Foothills Regional Airport,MRN,35.820202,-81.611397
Pike County-Hatcher Field,PVL,37.5617981,-82.56639862
Toccoa Airport - R.G. Letourneau Field,TOC,34.59379959,-83.29579926
Suprunovka Airport,PLV,49.5685997,34.39720154
Wau Airport,WUU,7.725830078,27.97500038
Humera Airport,HUE,14.25,36.58300018
Moyale Airport,OYL,3.46972,39.101398
Zagora Airport,OZG,30.32029915,-5.866670132
Yengema Airport,WYE,8.610469818,-11.04539967
Gbangbatok Airport,GBK,7.767000198,-12.38300037
Turukhansk Airport,THX,65.79720306,87.93530273
Podkamennaya Tunguska Airport,TGP,61.589699,89.994003
Fort Worth Alliance Airport,AFW,32.98759842,-97.31880188
Renmark Airport,RMK,-34.19639969,140.673996
Leigh Creek Airport,LGH,-30.59830093,138.4259949
Rottnest Island Airport,RTS,-32.006699,115.540001
Forrest Airport,FOS,-30.83810043,128.1150055
Keewaywin Airport,KEW,52.99110031,-92.83640289
Marathon Airport,YSP,48.75529861,-86.3443985
Hearst Ren� Fontaine Municipal Airport,YHF,49.71419907,-83.68609619
Hornepayne Municipal Airport,YHN,49.19309998,-84.7589035
Kirkland Lake Airport,YKX,48.21030045,-79.98139954
Manitouwadge Airport,YMG,49.08390045,-85.86060333
Wawa Airport,YXZ,47.96670151,-84.78669739
Manitoulin East Municipal Airport,YEM,45.84280014,-81.85810089
Lawrence Municipal Airport,LWC,39.01119995,-95.21659851
Pompano Beach Airpark,PPM,26.24710083,-80.11109924
Mallacoota Airport,XMC,-37.59830093,149.7200012
Majeed Bin Abdulaziz Airport,ULH,26.48,38.12888889
Yuendumu Airport,YUE,-22.25419998,131.7819977
Lombok International Airport,LOP,-8.757322,116.276675
South Cariboo Region / 108 Mile Airport,ZMH,51.73609924,-121.3330002
Handan Airport,HDG,36.52583333,114.4255556
London-Corbin Airport/Magee Field,LOZ,37.0821991,-84.0848999
Simmons Army Air Field,FBG,35.13180161,-78.93669891
Modlin Airport,WMI,52.451099,20.6518
Jixi Xingkaihu Airport,JXA,45.293,131.193
Jeongseok Airport,JDG,33.39960098,126.711998
Gimli Industrial Park Airport,YGM,50.62810135,-97.04329681
Beloyarskiy Airport,EYK,63.686901,66.698601
John H Batten Airport,RAC,42.76060104,-87.81520081
Cesar Lim Rodriguez Airport,RZP,10.81874,119.507697
Shigatse Air Base,RKZ,29.3519,89.311401
Tacoma Narrows Airport,TIW,47.26789856,-122.5780029
Jack Edwards Airport,GUF,30.29050064,-87.67179871
General Villamil Airport,IBB,-0.942628026,-90.95300293
Khmelnytskyi Airport,HMJ,49.359699,26.933399
Hiroshimanishi Airport,HIW,34.3669014,132.4140015
Yalata Mission Airport,KYI,-31.47060013,131.8249969
Hazleton Municipal Airport,HZL,40.98680115,-75.99490356
Greater Cumberland Regional Airport,CBE,39.61539841,-78.7609024
Wyndham Airport,WYN,-15.51140022,128.1529999
Bob Quinn Lake Airport,YBO,56.96670151,-130.25
Grabtsevo Airport,KLF,54.54999924,36.3666687
Tri-County Regional Airport,LNR,43.21170044,-90.18160248
Joliet Regional Airport,JOT,41.51779938,-88.17549896
Illinois Valley Regional Airport-Walter A Duncan Field,VYS,41.351898,-89.153099
Jackson County Reynolds Field,JXN,42.25979996,-84.45939636
Wings Field,BBX,40.13750076,-75.26509857
Okeechobee County Airport,OBE,27.26280022,-80.84980011
Sebring Regional Airport,SEF,27.45639992,-81.3423996
Avon Park Executive Airport,AVO,27.59119987,-81.52780151
Winter Haven Regional Airport - Gilbert Field,GIF,28.062901,-81.753304
Zephyrhills Municipal Airport,ZPH,28.22820091,-82.15589905
Ocala International Airport - Jim Taylor Field,OCF,29.17259979,-82.22419739
Aiken Regional Airport,AIK,33.649399,-81.684998
Woodward Field,CDN,34.28359985,-80.56490326
Lumberton Regional Airport,LBT,34.60990143,-79.05940247
Moore County Airport,SOP,35.23740005,-79.3911972
Statesville Regional Airport,SVH,35.76530075,-80.9539032
William T. Piper Memorial Airport,LHV,41.13560104,-77.42230225
Burke Lakefront Airport,BKL,41.51750183,-81.6832962
Chautauqua County-Dunkirk Airport,DKK,42.49330139,-79.27200317
South Jersey Regional Airport,LLY,39.94290161,-74.84570313
Linden Airport,LDJ,40.61740112,-74.24459839
Tri State Steuben County Airport,ANQ,41.639702,-85.083504
Clearwater Air Park,CLW,27.97669983,-82.75869751
Chicago Meigs Airport,CGX,41.85879898,-87.60790253
Grand Strand Airport,CRE,33.81169891,-78.72389984
Buochs Airport,BXO,46.974444,8.396944
Wilkes Barre Wyoming Valley Airport,WBW,41.29719925,-75.85119629
Willoughby Lost Nation Municipal Airport,LNN,41.68399811,-81.38970184
Uummannaq Heliport,UMD,70.68042793,-52.11163044
Bayannur Tianjitai Airport,RLK,40.926,107.7428
Capital City Airport,FFT,38.18249893,-84.90470123
Auburn Lewiston Municipal Airport,LEW,44.04850006,-70.28350067
Marco Island Executive Airport,MRK,25.995001,-81.672501
Drummond Island Airport,DRE,46.00930023,-83.74389648
Gladwin Zettel Memorial Airport,GDW,43.97060013,-84.47499847
Marshfield Municipal Airport,MFI,44.63690186,-90.18930054
Alexander Field South Wood County Airport,ISW,44.36029816,-89.83899689
Clinton Municipal Airport,CWI,41.83110046,-90.32910156
Beverly Municipal Airport,BVY,42.58420181,-70.91649628
Ostafyevo International Airport,OSF,55.511667,37.507222
Trois-Rivi�res Airport,YRQ,46.35279846,-72.67939758
Poplar Bluff Municipal Airport,POF,36.77389908,-90.32489777
Keokuk Municipal Airport,EOK,40.4598999,-91.42849731
Perth/Scone Airport,PSL,56.43920135,-3.372220039
St Paul Downtown Holman Field,STP,44.93450165,-93.05999756
S�derhamn Airport,SOO,61.26150131,17.09910011
Saravane Airport,VNA,15.70943921,106.4106989
Dikson Airport,DKS,73.51780701,80.37966919
Bantry Aerodrome,BYT,51.66859818,-9.48416996
Alldays Airport,ADY,-22.67900085,29.05550003
Butler Co Regional Airport - Hogan Field,HAO,39.36380005,-84.52200317
Garissa Airport,GAS,-0.46350801,39.64830017
Hola Airport,HOA,-1.521999955,40.00400162
Kericho Airport,KEY,-0.3899,35.242093
Kilaguni Airport,ILU,-2.910609961,38.06520081
Antsirabe Airport,ATJ,-19.83922148,47.06371307
Bekily Airport,OVA,-24.23569475,45.30452728
Ust-Tsylma Airport,UTS,65.43729401,52.20033646
Gorno-Altaysk Airport,RGK,51.96670151,85.83329773
Fond du Lac County Airport,FLD,43.77119827,-88.48840332
Stevens Point Municipal Airport,STE,44.54520035,-89.53029633
Moma Airport,MQJ,66.450861,143.261551
Peenem�nde Airport,PEF,54.15777969,13.77444363
Nusawiru Airport,CJN,-7.719895,108.488995
Galion Municipal Airport,GQQ,40.7533989,-82.72380066
Tiputini Airport,TPN,-0.776111007,-75.52639771
Rio Amazonas Airport,PTZ,-1.505239964,-78.06269836
Clarksville�Montgomery County Regional Airport,CKV,36.62189865,-87.41500092
Lompoc Airport,LPC,34.66559982,-120.4680023
Chester County G O Carlson Airport,CTH,39.97900009,-75.8655014
Bost Airport,BST,31.55970001,64.36499786
Lankaran International Airport,LLK,38.74639893,48.81800079
Gabala International Airport,GBB,40.826667,47.7125
Zaqatala International Airport,ZTU,41.562222,46.667221
Lake Placid Airport,LKP,44.26449966,-73.9618988
Typliy Klyuch Airport,KDY,62.78900146,136.8549957
Magan Airport,GYG,62.103484,129.545288
Qianjiang Wulingshan Airport,JIQ,29.51333333,108.8311111
Lima Allen County Airport,AOH,40.706902,-84.026703
Sondok Airport,DSO,39.745201,127.473999
Malcolm McKinnon Airport,SSI,31.15180016,-81.39129639
Beaver County Airport,BFP,40.77249908,-80.3914032
Georgetown County Airport,GGE,33.31169891,-79.31960297
Hardwick Field,HDI,35.2201004,-84.83239746
Renton Municipal Airport,RNT,47.49309921,-122.2160034
Brackett Field,POC,34.09159851,-117.7819977
Cross City Airport,CTY,29.63549995,-83.10479736
Oconee County Regional Airport,CEU,34.6719017,-82.8864975
Beech Factory Airport,BEC,37.69449997,-97.21499634
Duxford Aerodrome,QFO,52.090801,0.131944
Sidney Municipal-Lloyd W Carr Field,SNY,41.10129929,-102.9850006
Great Keppel Is Airport,GKL,-23.18330002,150.9420013
Roper Bar Airport,RPB,-14.734814,134.525485
Innisfail Airport,IFL,-17.55940056,146.0119934
Kalaeloa Airport,JRF,21.3074,-158.070009
Bamiyan Airport,BIN,34.81700134,67.81700134
Changbaishan Airport,NBS,42.066944,127.602222
Orang Airport,RGO,41.428538,129.647555
Moomba Airport,MOO,-28.09939957,140.1970062
Lublin Airport,LUZ,51.240278,22.713611
Iosco County Airport,ECA,44.312801,-83.422302
Villa Airport,VAM,3.470555556,72.83583333
Lingling Airport,LLF,26.338661,111.610043
Lo�inj Island Airport,LSZ,44.56579971,14.39309978
Onslow Airport,ONS,-21.66830063,115.112999
Theodore Airport,TDR,-24.99329948,150.0930023
Boulder Municipal Airport,WBU,40.03939819,-105.2259979
Bitburg Airport,BBJ,49.945278,6.565
Palo Alto Airport of Santa Clara County,PAO,37.46110153,-122.1149979
Ust-Nera Airport,USR,64.55000305,143.1150055
Falcon Field,MSC,33.46080017,-111.7279968
Yangzhou Taizhou Airport,YTY,32.5634,119.7198
Oakland County International Airport,PTK,42.66550064,-83.42009735
Kissidougou Airport,KSI,9.160559654,-10.12440014
Dillant Hopkins Airport,EEN,42.89839935,-72.27079773
Tianshui Maijishan Airport,THQ,34.55939865,105.8600006
Kawama Airport,VRO,23.12400055,-81.3015976
Kooddoo Airport,GKK,0.7324,73.4336
Rochester Airport,RCS,51.35189819,0.503332973
Termas de R�o Hondo international Airport,RHD,-27.4966,-64.93595
Keetmanshoop Airport,KMP,-26.53980064,18.1114006
Kangding Airport,KGT,30.1575,101.734722
Velikiy Ustyug Airport,VUS,60.78829956,46.25999832
Iowa City Municipal Airport,IOW,41.6391983,-91.54650116
Turpan Jiaohe Airport,TLQ,43.0308,89.0987
Lee Airport,ANP,38.942902,-76.568398
Cuamba Airport,FXO,-14.815,36.529999
Bodaybo Airport,ODO,57.86610031,114.2429962
Zhytomyr Airport,ZTR,50.270556,28.738611
Mattala Rajapaksa International Airport,HRI,6.284467,81.124128
Pecos Municipal Airport,PEQ,31.38240051,-103.5110016
Hattiesburg Bobby L Chain Municipal Airport,HBG,31.26479912,-89.25279999
Botucatu - Tancredo de Almeida Neves Airport,QCJ,-22.939501,-48.467999
M�rio Pereira Lopes�S�o Carlos Airport,QSC,-21.875401,-47.903703
Chan Gurney Municipal Airport,YKN,42.91669846,-97.3859024
Sir Bani Yas Airport,XSB,24.283611,52.580278
Bromont (Roland Desourdy) Airport,ZBM,45.29079819,-72.74140167
Kratie Airport,KTI,12.48799992,106.0550003
Guyuan Liupanshan Airport,GYU,36.07888889,106.2169444
Changhai Airport,CNI,39.26666667,122.6669444
Redhill Aerodrome,KRH,51.21360016,-0.138611004
Jiagedaqi Airport,JGD,50.371389,124.1175
Chinchilla Airport,CCL,-26.77499962,150.6170044
Hayward Executive Airport,HWD,37.65919876,-122.1220016
Motueka Airport,MZP,-41.12329865,172.9889984
Shute Harbour Airport,JHQ,-20.277221,148.755556
Ann Arbor Municipal Airport,ARB,42.22299957,-83.74559784
Shepparton Airport,SHT,-36.42890167,145.3930054
Temora Airport,TEM,-34.42139816,147.5119934
Gayndah Airport,GAH,-25.61440086,151.6190033
Wilcannia Airport,WIO,-31.52639961,143.375
Bijie Feixiong Airport,BFJ,27.267066,105.472097
Lensk Airport,ULK,60.72060013,114.8259964
Kavalerovo Airport,KVR,44.2726,135.029
Igdir Airport,IGD,39.97662735,43.87664795
Sanliurfa GAP Airport,GNY,37.445663,38.895592
Zafer Airport,KZR,39.113079,30.128111
Velikiye Luki Airport,VLU,56.3810997,30.60810089
Lake Macquarie Airport,BEO,-33.0667,151.647995
Brampton Island Airport,BMP,-20.80330086,149.2700043
Alameda Naval Air Station,NGZ,37.78889847,-122.3199997
Cochrane Airport,YCN,49.10559845,-81.01360321
Estadual Arthur Siqueira Airport,BJP,-22.979162,-46.537508
Busselton Regional Airport,BQB,-33.68842316,115.4015961
Srednekolymsk Airport,SEK,67.4805,153.7364
Inverell Airport,IVR,-29.88829994,151.1439972
Glen Innes Airport,GLI,-29.67499924,151.6889954
Immokalee Regional Airport,IMM,26.43320084,-81.40100098
Maranggo Airport,TQQ,-5.764570236,123.9169998
Yichun Mingyueshan Airport,YIC,27.8025,114.3062
Dinwiddie County Airport,PTB,37.18379974,-77.50740051
Sheboygan County Memorial Airport,SBM,43.76959991,-87.85140228
Fortescue - Dave Forrest Aerodrome,KFE,-22.290754,119.437143
Bajura Airport,BJU,29.50200081,81.66899872
Pinal Airpark,MZJ,32.51060104,-111.3280029
Safford Regional Airport,SAD,32.85480118,-109.6350021
Solomon Airport,SLJ,-22.2554,117.7627
Kerama Airport,KJP,26.16830063,127.2929993
Ekibastuz Airport,EKB,51.5909996,75.21499634
Sikeston Memorial Municipal Airport,SIK,36.89889908,-89.5617981
Tetiaroa Airport,TTI,-17.01329994,-149.5870056
Floyd Bennett Memorial Airport,GFL,43.34120178,-73.61029816
Martin State Airport,MTN,39.325699,-76.413803
Eastern Slopes Regional Airport,FRY,43.99110031,-70.94789886
Lakefront Airport,NEW,30.04240036,-90.02829742
Coeur D'Alene - Pappy Boyington Field,COE,47.77429962,-116.8199997
Beaumont Municipal Airport,BMT,30.07069969,-94.21579742
Vermilion Regional Airport,DNV,40.19919968,-87.59590149
Coonabarabran Airport,COJ,-31.33250046,149.2669983
Space Coast Regional Airport,TIX,28.51479912,-80.79920197
Bumi Airport,BZH,-16.81699944,28.35000038
Bouarfa Airport,UAR,32.51430556,-1.983055556
Nyeri Airport,NYE,-0.364414006,36.97848511
Andrau Airpark,AAP,29.72249985,-95.58830261
Flying Cloud Airport,FCM,44.82720184,-93.45709991
Likoma Island Airport,LIX,-12.075833,34.737222
Johnson County Executive Airport,OJC,38.84759903,-94.73760223
Sigiriya Air Force Base,GIU,7.956669807,80.72850037
Neum�nster Airport,EUM,54.07944489,9.941389084
Tak Airport,TKT,16.89599991,99.25330353
Barrie-Orillia (Lake Simcoe Regional Airport),YLK,44.48529816,-79.55560303
Niagara District Airport,YCM,43.19169998,-79.17169952
Parry Sound Area Municipal Airport,YPD,45.2575,-79.829697
Manassas Regional Airport/Harry P. Davis Field,MNZ,38.72140121,-77.51540375
Texas Gulf Coast Regional Airport,LJN,29.10860062,-95.46209717
Bing�l �eltiksuyu Airport,BGG,38.85926056,40.59596252
Kastamonu Airport,KFS,41.31420135,33.79579926
L�liang Airport,LLV,37.683333,111.142778
Daocheng Yading Airport,DCY,29.323056,100.053333
Gannan Xiahe Airport,GXH,34.8105,102.6447
Comiso Airport,CIY,36.994601,14.607182
Markovo Airport,KVM,64.667,170.417007
Zyryanka Airport,ZKP,65.7485,150.8889
Ust-Maya Airport,UMS,60.35699844,134.4349976
Aldan Airport,ADH,58.60279846,125.4089966
Olyokminsk Airport,OLZ,60.397499,120.471001
Xinyuan Nalati Airport,NLT,43.4318,83.3786
Port Alsworth Airport,PTA,60.201681,-154.325863
Fontaine Airport,BOR,47.6556015,7.010829926
Obock Airport,OBC,11.96700001,43.26699829
Tadjoura Airport,TDJ,11.78299999,42.91699982
Santa Cruz del Quiche Airport,AQB,15.01220036,-91.15059662
Nor�fj�r�ur Airport,NOR,65.13189697,-13.74639988
Bursa Airport,BTZ,40.23329926,29.00919914
Waris Airport,WAR,-3.235,140.994
Newton City-County Airport,EWK,38.05820084,-97.27449799
Bairnsdale Airport,BSJ,-37.88750076,147.5679932
Tasz�r Air Base,TZR,46.39310074,17.91749954
Fort Bridger Airport,FBR,41.39189911,-110.4069977
Chehalis Centralia Airport,CLS,46.67699814,-122.9830017
Evanston-Uinta County Airport-Burns Field,EVW,41.27479935,-111.0350037
Weedon Field,EUF,31.95129967,-85.12889862
Dare County Regional Airport,MEO,35.91899872,-75.69550323
Auburn University Regional Airport,AUO,32.615101,-85.433998
W H 'Bud' Barron Airport,DBN,32.56439972,-82.98529816
Pukarua Airport,PUK,-18.29560089,-137.0169983
Corvallis Municipal Airport,CVO,44.49720001,-123.2900009
Prominent Hill Airport,PXH,-29.716,135.5244
Cowra Airport,CWT,-33.84469986,148.6490021
Ogden Hinckley Airport,OGD,41.19589996,-112.012001
Colorado Plains Regional Airport,AKO,40.17559814,-103.2220001
Sanderson Field,SHN,47.23360062,-123.1480026
Napakiak Airport,WNA,60.69029999,-161.9790039
Napaskiak Airport,PKA,60.70289993,-161.7779999
Bedwell Harbour Seaplane Base,YBW,48.75,-123.2330017
Washabo Airport,WSO,5.215277,-57.185302
Abaco I Walker C Airport,WKR,27.26670074,-78.39969635
Bartica A Airport,GFO,6.358864,-58.655207
Doylestown Airport,DYL,40.33300018,-75.12229919
Tingo Maria Airport,TGI,-9.133000374,-75.94999695
Pl�nio Alarcom Airport,TJL,-20.75419998,-51.68420029
Zhangye Ganzhou Airport,YZY,38.80189896,100.6750031
Cacoal Airport,OAL,-11.496,-61.4508
Warren Field,OCW,35.57049942,-77.04979706
Mocopulli Airport,MHC,-42.340388,-73.715693
Stillwater Regional Airport,SWO,36.16120148,-97.08570099
Okmulgee Regional Airport,OKM,35.66809845,-95.94869995
Cushing Municipal Airport,CUH,35.94990158,-96.77310181
Clinton Sherman Airport,CSM,35.33980179,-99.20050049
Strother Field,WLD,37.16859818,-97.03759766
Wiley Post Airport,PWA,35.53419876,-97.64710236
Shreveport Downtown Airport,DTN,32.54019928,-93.74500275
Stephenville Clark Regional Airport,SEP,32.21530151,-98.17769623
Ada Regional Airport,ADT,34.804298,-96.671303
Iraan Municipal Airport,IRB,30.90570068,-101.8919983
Elliot Lake Municipal Airport,YEL,46.35139847,-82.56140137
Wilkes County Airport,IKB,36.22280121,-81.09829712
Danville Regional Airport,DAN,36.57289886,-79.33609772
Yerbogachen Airport,ERG,61.27500153,108.0299988
Cheraw Municipal Airport/Lynch Bellinger Field,HCW,34.71289825,-79.95700073
Beni Mellal Airport,BEM,32.401895,-6.315905
Sirnak Serafettin El�i Airport,NKT,37.3647,42.0582
Suntar Airport,SUY,62.18500137,117.6350021
Tazadit Airport,OUZ,22.75639915,-12.48359966
Asaba International Airport,ABB,6.204167,6.665278
Akwa Ibom International Airport,QUO,4.8725,8.093
Kasama Airport,KAA,-10.2166996,31.13330078
Songea Airport,SGX,-10.68299961,35.58300018
Jiuhuashan Airport,JUH,30.7403,117.6856
Anshan Air Base,AOG,41.105301,122.853996
Saertu Airport,DQA,46.74638889,125.1405556
Zunyi Xinzhou Airport,ZYI,27.5895,107.0007
Lindu Airport,LDS,47.75205556,129.019125
Anshun Huangguoshu Airport,AVA,26.26055556,105.8733333
Sikasso Airport,KSS,11.33300018,-5.699999809
Toowoomba Wellcamp Airport,WTB,-27.558332,151.793335
Tonghua Sanyuanpu Airport,TNH,42.25388889,125.7033333
Suzhou Guangfu Airport,SZV,31.2631,120.401001
Mulia Airport,LII,-3.7018,137.957
Stenkol Airport,NTI,-2.1033,133.5164
Wasior Airport,WSR,-2.721,134.5061
Silangit Airport,DTB,2.25973,98.991898
Seunagan Airport,MEQ,4.25,96.21700287
Betoambari Airport,BUW,-5.486879826,122.5690002
Kao Airport,KAZ,1.185279965,127.8960037
Melangguane Airport,MNA,4.00694,126.672997
Sanggata/Sangkimah Airport,SGQ,0.3847,117.543
Muara Bungo Airport,BUU,-1.1278,102.135
Illaga Airport,ILA,-3.97648,137.6225
Oksibil Airport,OKL,-4.9071,140.6277
Kokonau Airport,KOX,-4.71075,136.43515
Clermont Airport,CMQ,-22.7730999,147.6210022
Warrnambool Airport,WMB,-38.29529953,142.4470062
Richmond Airport,RCM,-20.70190048,143.1150055
RAAF Base Curtin,DCN,-17.58139992,123.8280029
Kualanamu International Airport,KNO,3.642222,98.885278
Gratiot Community Airport,AMN,43.32210159,-84.68800354
Seosan Air Base,HMY,36.703999,126.486
San Gabriel Valley Airport,EMT,34.086102,-118.035004
Farah Airport,FAH,32.36700058,62.18299866
Pasighat Airport,IXT,28.06609917,95.33560181
Kramatorsk Airport,KRQ,48.70560074,37.62889862
Kautokeino Air Base,QKX,69.04029846,23.0340004
Stinson Municipal Airport,SSF,29.33699989,-98.47109985
Jasper County Airport-Bell Field,JAS,30.88570023,-94.03489685
Marfa Municipal Airport,MRF,30.371099,-104.017997
Alpine Casparis Municipal Airport,ALE,30.38419914,-103.6839981
Bubaque Airport,BQE,11.29735565,-15.83807945
Chichen Itza International Airport,CZA,20.6413002,-88.44619751
Bunbury Airport,BUY,-33.37829971,115.677002
Cable Airport,CCB,34.11159897,-117.6880035
Elkhart Municipal Airport,EKI,41.7193985,-86.00319672
Jim Hamilton L.B. Owens Airport,CUB,33.97050095,-80.99520111
Donaldson Field Airport,GDC,34.758301,-82.376404
Hartsville Regional Airport,HVS,34.40309906,-80.11920166
San Cristobal de las Casas Airport,SZT,16.69029999,-92.53009796
Dunnville Airport,DU9,42.87220001,-79.59580231
Scarlett Martinez International Airport,RIH,8.375880241,-80.12789917
Leesburg International Airport,LEE,28.82309914,-81.80870056
Pouso Alegre Airport,PPY,-22.28919983,-45.91910172
Brigadeiro Cabral Airport,DIQ,-20.1807003,-44.8708992
Yeysk Airport,EIK,46.68,38.21
Berdyansk Airport,ERD,46.81499863,36.7580986
Blimbingsari Airport,BWX,-8.31015,114.3401
Erenhot Saiwusu International Airport,ERL,43.4225,112.096667
Chino Airport,CNO,33.97470093,-117.637001
Hateruma Airport,HTR,24.05890083,123.8059998
Las Brujas Airport,BWW,22.62129974,-79.14720154
Paso Robles Municipal Airport,PRB,35.67290115,-120.6269989
Beijing Daxing International Airport,PKX,39.509945,116.41092
Half Moon Bay Airport,HAF,37.51340103,-122.5009995
Hechi Jinchengjiang Airport,HCJ,24.805,107.6997
General WM J Fox Airfield,WJF,34.74110031,-118.2190018
Coondewanna Airport,CJF,-22.9666996,118.8130035
Guarapari Airport,GUZ,-20.64649963,-40.4919014
Ubatuba Airport,UBT,-23.44109917,-45.07559967
Borroloola Airport,BOX,-16.07530022,136.302002
Chichester/Goodwood Airport,QUG,50.8594017,-0.759167016
Jumandy Airport,TNW,-1.059722,-77.583333
Dongji Aiport,FYJ,48.199494,134.366447
Zulu Inyala Airport,PZL,-27.84939957,32.30970001
Liupanshui Yuezhao Airport,LPF,26.609417,104.979
Kaili Airport,KJH,26.972,107.988
